id,story,tradition,claim,type,confidence,source,location,status
C-561,23,Inca · Tawantinsuyu,Sarmiento states the work is done by order of Viceroy Don Francisco de Toledo,PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 28,
C-562,23,Inca · Tawantinsuyu,"Sarmiento states the history rests on attested proofs from the general testimony of the whole kingdom, old and young, Incas and tributary Indians",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 28,
C-563,23,Inca · Tawantinsuyu,On completion the history was read aloud in Quechua to an assembly of Inca elders and keepers of the knotted-cord records at Cuzco for certification,SECONDARY SCHOLARSHIP,HIGH,standard scholarship on the manuscript,—,
C-564,23,Inca · Tawantinsuyu,"Toledo arrived as viceroy in 1569 and commissioned histories to establish that the Incas were recent usurpers, in answer to arguments that Spanish rule was illegitimate",SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-565,23,Inca · Tawantinsuyu,"In 1572, the year the history was written, Toledo had the last Inca ruler Túpac Amaru beheaded at Cuzco",SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-566,23,Inca · Tawantinsuyu,Markham collects the variant names of Taguapaca from Cieza de León and Yamqui Pachacuti and concludes that nothing more than the names can be recovered,SECONDARY SCHOLARSHIP,HIGH,Markham's footnote,p. 33 n.1,
C-567,23,Inca · Tawantinsuyu,Sarmiento was a navigator and cosmographer who later commanded an expedition to fortify the Strait of Magellan and was captured by Sir Walter Raleigh; the manuscript was rediscovered at Göttingen and published by Markham in 1907,SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-568,23,Inca · Tawantinsuyu,"Here the word summons rather than makes or confers existence, and the people are already located in the ground",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-569,23,Inca · Tawantinsuyu,A history commissioned to prove the peoples of Peru had been dispossessed by usurpers preserves a cosmogony asserting that each nation belongs exactly where it stands,EDITORIAL INTERPRETATION,—,—,—,"MARKED IN TEXT as an irony, not as a claim about Sarmiento's intent"
C-570,23,Inca · Tawantinsuyu,This is the only account in the book in which the moon's inferiority results from an act of spite rather than from design or assignment,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-571,24,Yoruba,Olorun means Owner of the Sky and is the Yoruba sky-god,SECONDARY SCHOLARSHIP,HIGH,Ellis 1894,ch. III (1),
C-572,24,Yoruba,"Olorun made Obatala, handed over to him the management of the firmament and the world, and himself retired to rest",PRIMARY SOURCE,HIGH,Ellis 1894,ch. III (2),Attributed by Ellis to 'the priests'; no informant named
C-573,24,Yoruba,"Olorun has no priests, symbols, images or temples, and survives chiefly in greetings and exclamations",SECONDARY SCHOLARSHIP,HIGH,Ellis 1894,ch. III (1),
C-574,24,Yoruba,"Obatala's name means Lord of the White Cloth, and his temples, images, paraphernalia and followers' cloths are white",SECONDARY SCHOLARSHIP,HIGH,Ellis 1894,ch. III (2),"Ellis records an alternative derivation, Lord of Visions, and prefers the first"
C-575,24,Yoruba,"Odudua's name means the Black One, she is the chief goddess, and she is always represented as a woman sitting down nursing a child",SECONDARY SCHOLARSHIP,HIGH,Ellis 1894,ch. III (3),
C-576,24,Yoruba,"Odudua is the wife of Obatala but was coeval with Olorun and not made by him, as her husband was",PRIMARY SOURCE,HIGH,Ellis 1894,ch. III (3),
C-577,24,Yoruba,Obatala and Odudua represent Heaven and Earth,SECONDARY SCHOLARSHIP,HIGH,Ellis 1894,ch. III (3),
C-578,24,Yoruba,"The priests say the pair resemble two large cut calabashes which, once shut, can never be opened; this is modelled in the temples by two whitened saucer-shaped calabashes, one covering the other, the upper the firmament and the lower the earth, meeting at the horizon",PRIMARY SOURCE,HIGH,Ellis 1894,ch. III (3),
C-579,24,Yoruba,"In the beginning of the world Obatala and Odudua were shut up in darkness in a large closed calabash, he in the upper part and she in the lower, and the myth does not state how they came to be there",PRIMARY SOURCE,HIGH,Ellis 1894,ch. III (3),
C-580,24,Yoruba,"They remained there many days, cramped, hungry and uncomfortable",PRIMARY SOURCE,HIGH,Ellis 1894,ch. III (3),
C-581,24,Yoruba,"Odudua complained and blamed her husband for the confinement, a violent quarrel followed, and in a frenzy of rage Obatala tore out her eyes because she would not bridle her tongue",PRIMARY SOURCE,HIGH,Ellis 1894,ch. III (3),
C-582,24,Yoruba,"She cursed him, saying 'Naught shalt thou eat but snails', which is why snails are offered to Obatala",PRIMARY SOURCE,HIGH,Ellis 1894,ch. III (3),
C-583,24,Yoruba,"Ellis observes that the myth does not restore her sight, so she must be supposed to have remained sightless, yet no native regards her as blind",SECONDARY SCHOLARSHIP,HIGH,Ellis 1894,ch. III (3),
C-584,24,Yoruba,"One myth, contradicted by another and disputed by some, has Obatala make the first man and woman out of clay, whence the titles Owner of the Best Clay and the Orisha Who Kneads Clay",PRIMARY SOURCE,HIGH,Ellis 1894,ch. III (2),
C-585,24,Yoruba,All are agreed that Obatala forms the child in the mother's womb and that women who wish to become mothers pray to him,PRIMARY SOURCE,HIGH,Ellis 1894,ch. III (2),
C-586,24,Yoruba,"Some priests hold that Obatala and Odudua are one androgynous divinity, symbolised by a figure with one arm and leg and a tail ending in a sphere, but Ellis records this as a minority view",PRIMARY SOURCE,HIGH,Ellis 1894,ch. III (3),
C-587,24,Yoruba,"Ellis's migration tradition has a palm-nut and earth fall from a black cloth into a country of water, and a fowl scratch the earth about so that wherever it falls the water dries up, founding Ife",PRIMARY SOURCE,HIGH,Ellis 1894,the migration chapter,"Described in the source note, not told in the story; Ellis reads it as a memory of a real southward migration"
C-588,24,Yoruba,"Ellis names no informant, place or date for any of these accounts, attributing only to 'the priests' or 'some natives'",PRIMARY SOURCE,HIGH,Ellis 1894,ch. III,
C-589,24,Yoruba,"Ellis was a colonel of the 1st West India Regiment and published three successive volumes on the Tshi-, Ewe- and Yoruba-speaking peoples",PRIMARY SOURCE,HIGH,the title page; standard biography,title page,
C-590,24,Yoruba,"Lagos was annexed in 1861, British authority was extended across Yorubaland through the 1880s and 1890s, and the Protectorate of Southern Nigeria was formed in 1900",SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-591,24,Yoruba,"Yoruba religion is practised today in Nigeria and Benin and, through the Atlantic slave trade, in Cuban Lucumí and Santería, Brazilian Candomblé and diaspora communities across the Americas and Europe",SECONDARY SCHOLARSHIP,HIGH,standard reference,—,
C-592,24,Yoruba,This is the only cosmogony in the book in which heaven and earth are never separated and the world is the inside of a sealed container,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-593,24,Yoruba,"Japan, the Ainu and the Yoruba independently trace a defect in the world to a woman speaking at the wrong moment",EDITORIAL INTERPRETATION,—,—,—,"MARKED IN TEXT and stated as a fact about who told these stories, not about cosmology; no historical contact is claimed"
C-594,24,Yoruba,"Olorun's absence is a delegation rather than a failure to answer, unlike Ukko's silence in the Finnish poem",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-595,25,Kuba · Bushoong · Congo,Bumba is described as a gigantic white being in human form who existed alone in the beginning in a universe of nothing but water,PRIMARY SOURCE,MEDIUM,"Werner 1925, reporting Torday",myths of origins chapter,Reported at two removes — Werner from Torday — with no narrator named
C-596,25,Kuba · Bushoong · Congo,"Bumba felt severe internal pains and as a consequence vomited up the sun, moon and stars, giving light to the world",PRIMARY SOURCE,MEDIUM,Werner 1925,same,
C-597,25,Kuba · Bushoong · Congo,"The sun's rays dried the water so that sandbanks appeared above the surface, but there was no life anywhere",PRIMARY SOURCE,MEDIUM,Werner 1925,same,
C-598,25,Kuba · Bushoong · Congo,"He produced in the same manner the leopard, crested eagle, crocodile, a small fish, the tortoise, the lightning as a beast like a black leopard, the white heron, a beetle and the goat",PRIMARY SOURCE,MEDIUM,Werner 1925,same,FLAGGED — Werner says eight creatures and lists nine; the discrepancy is left as it stands and disclosed in the source note
C-599,25,Kuba · Bushoong · Congo,He then produced men,PRIMARY SOURCE,MEDIUM,Werner 1925,same,
C-600,25,Kuba · Bushoong · Congo,"The animals undertook to people the world: the goat produced all horned beasts, the beetle all insects, the crocodile all serpents and the iguana, and the white heron all birds except the kite",PRIMARY SOURCE,MEDIUM,Werner 1925,same,
C-601,25,Kuba · Bushoong · Congo,Bumba's first son produced white ants and died in the effort; the second produced a plant from which all vegetable life sprang; the third tried to bring forth new creatures and produced only the kite,PRIMARY SOURCE,MEDIUM,Werner 1925,same,
C-602,25,Kuba · Bushoong · Congo,Werner records that why the kite should be set apart from all other birds is not explained,SECONDARY SCHOLARSHIP,HIGH,Werner 1925,same,
C-603,25,Kuba · Bushoong · Congo,Werner states she has not met with a parallel to this legend elsewhere in Africa,SECONDARY SCHOLARSHIP,HIGH,Werner 1925,same,
C-604,25,Kuba · Bushoong · Congo,Werner notes the narrative's resemblance to Genesis I and defends its independence on the grounds that the Bushongo were untouched by missionary influence and Torday unusually independent of interpreters,SECONDARY SCHOLARSHIP,HIGH,Werner 1925,same,FLAGGED — the claim of no missionary influence in the Kasai at that date is questioned in the source note and not adopted
C-605,25,Kuba · Bushoong · Congo,"Bumba is First Ancestor as well as Creator, and the reigning chiefs preserve every link in their genealogy of descent from him",SECONDARY SCHOLARSHIP,HIGH,Werner 1925,same,
C-606,25,Kuba · Bushoong · Congo,"Werner reports that the Bushongo say they came from the far north, probably the region of Lake Chad, within historical times, bringing an archaic non-Bantu language nearly out of use",SECONDARY SCHOLARSHIP,MEDIUM,Werner 1925,same,
C-607,25,Kuba · Bushoong · Congo,"Emil Torday, a Hungarian-born ethnographer, collected in the Kasai for the British Museum between 1907 and 1909",SECONDARY SCHOLARSHIP,HIGH,standard history of anthropology,—,
C-608,25,Kuba · Bushoong · Congo,"The Congo Free State was the personal possession of Leopold II from 1885 to 1908, run for rubber and ivory through quotas enforced by hostage-taking, mutilation and killing, and was annexed by the Belgian state in 1908 after international campaigning",SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-609,25,Kuba · Bushoong · Congo,"A Kuba rising against the Free State was put down in 1904, three years before Torday arrived",SECONDARY SCHOLARSHIP,MEDIUM,standard history,—,
C-610,25,Kuba · Bushoong · Congo,"The Kuba kingdom was known in Europe for its sculpture, textiles and royal portrait figures, and Torday's collecting served a museum market as well as scholarship",SECONDARY SCHOLARSHIP,HIGH,standard history,—,
C-611,25,Kuba · Bushoong · Congo,Alice Werner was a scholar of Bantu languages who later taught at the School of Oriental Studies in London,SECONDARY SCHOLARSHIP,HIGH,standard biography,—,
C-612,25,Kuba · Bushoong · Congo,"This is the only creation in the book produced by illness rather than by intention, labour, speech or violence",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-613,25,Kuba · Bushoong · Congo,"This is the only account in the book in which the created finish the creation, with uneven competence and one fatality",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-614,25,Kuba · Bushoong · Congo,The unexplained kite is an example of a collector printing a gap rather than filling it,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-615,26,Archaic Greece,Hesiod introduces the passage as another tale of how gods and mortal men sprang from one source,PRIMARY SOURCE,HIGH,Works and Days 106-108,ll. 106-108,
C-616,26,Archaic Greece,"The golden race was made by the gods on Olympus in the time of Cronos and lived free from toil and grief, dying as though overcome with sleep",PRIMARY SOURCE,HIGH,Works and Days 109-120,ll. 109-120,
C-617,26,Archaic Greece,"The fruitful earth bore them fruit unforced, abundantly and without stint",PRIMARY SOURCE,HIGH,Works and Days 117-118,ll. 117-118,
C-618,26,Archaic Greece,"After death the golden race became pure spirits on the earth, kindly guardians clothed in mist who keep watch on judgements and cruel deeds and give wealth",PRIMARY SOURCE,HIGH,Works and Days 121-126,ll. 121-126,
C-619,26,Archaic Greece,The silver race was less noble by far and unlike the golden in body and spirit,PRIMARY SOURCE,HIGH,Works and Days 127-129,ll. 127-129,
C-620,26,Archaic Greece,"A silver child was reared at his mother's side a hundred years, an utter simpleton playing childishly at home",PRIMARY SOURCE,HIGH,Works and Days 130-133,ll. 130-133,
C-621,26,Archaic Greece,"Grown, they lived only a little time in sorrow through their foolishness, could not keep from wronging one another, and would not serve or sacrifice to the immortals, so Zeus put them away",PRIMARY SOURCE,HIGH,Works and Days 134-139,ll. 134-139,
C-622,26,Archaic Greece,"They became blessed spirits of the underworld, of second order, but honour attends them",PRIMARY SOURCE,HIGH,Works and Days 140-142,ll. 140-142,
C-623,26,Archaic Greece,"The brazen race sprang from ash-trees, was terrible and strong, loved the works of Ares, ate no bread and was hard of heart like adamant",PRIMARY SOURCE,HIGH,Works and Days 143-147,ll. 143-147,The ash-tree origin is stated without explanation in the poem and is left unexplained here
C-624,26,Archaic Greece,"Their armour, houses and implements were of bronze and there was no black iron",PRIMARY SOURCE,HIGH,Works and Days 150-151,ll. 150-151,
C-625,26,Archaic Greece,"They were destroyed by their own hands, passed to Hades and left no name",PRIMARY SOURCE,HIGH,Works and Days 152-155,ll. 152-155,
C-626,26,Archaic Greece,"The fourth generation was nobler and more righteous, a god-like race of hero demi-gods, the race before our own",PRIMARY SOURCE,HIGH,Works and Days 156-160,ll. 156-160,
C-627,26,Archaic Greece,Some were destroyed at seven-gated Thebe fighting for the flocks of Oedipus and some at Troy for Helen's sake,PRIMARY SOURCE,HIGH,Works and Days 161-165,ll. 161-165,
C-628,26,Archaic Greece,"The rest Zeus settled at the ends of the earth in the islands of the blessed, where the earth bears honey-sweet fruit three times a year, with Cronos released from his bonds ruling over them",PRIMARY SOURCE,HIGH,Works and Days 166-169b,ll. 166-169b,
C-629,26,Archaic Greece,Hesiod wishes he were not among the men of the fifth generation but had died before or been born afterwards,PRIMARY SOURCE,HIGH,Works and Days 170-172,ll. 170-172,
C-630,26,Archaic Greece,"The race of iron never rests from labour and sorrow by day nor from perishing by night, though some good is mingled with the evils",PRIMARY SOURCE,HIGH,Works and Days 174-179,ll. 174-179,
C-631,26,Archaic Greece,Zeus will destroy this race when men come to have grey hair on the temples at their birth,PRIMARY SOURCE,MEDIUM,Works and Days 180-181,ll. 180-181,"FLAGGED — the exact sense of the line is debated, as noted in the source note"
C-632,26,Archaic Greece,"Father will not agree with children, nor guest with host, nor comrade with comrade, nor brother with brother; parents will be dishonoured and unrepaid; might will be right and one man will sack another's city",PRIMARY SOURCE,HIGH,Works and Days 182-189,ll. 182-189,
C-633,26,Archaic Greece,"There will be no favour for the just or the oath-keeper, men will praise the evil-doer, strength will be right, reverence will cease, and the wicked will slander the worthy man on oath",PRIMARY SOURCE,HIGH,Works and Days 190-194,ll. 190-194,
C-634,26,Archaic Greece,"Envy, foul-mouthed and scowling, will accompany all wretched men",PRIMARY SOURCE,HIGH,Works and Days 195-196,ll. 195-196,
C-635,26,Archaic Greece,"Aidos and Nemesis, wrapped in white robes, will forsake mankind for the company of the deathless gods, leaving bitter sorrows and no help against evil",PRIMARY SOURCE,HIGH,Works and Days 197-201,ll. 197-201,
C-636,26,Archaic Greece,Hesiod immediately follows with a fable for princes: the hawk carrying the nightingale in his talons and telling her that one far stronger than she has her,PRIMARY SOURCE,HIGH,Works and Days 202-211,ll. 202-211,
C-637,26,Archaic Greece,The heroes interrupt a metallic decline and are usually read as Hesiod combining an inherited decline myth with a heroic age known from epic,SECONDARY SCHOLARSHIP,HIGH,standard classical scholarship,—,Reported as the standard reading and labelled a reading
C-638,26,Archaic Greece,"Works and Days is addressed to Hesiod's brother Perses over a divided estate decided in Perses' favour by gift-taking magistrates, and combines appeal, warning, treatise on justice and farming manual",PRIMARY SOURCE,HIGH,"Works and Days, passim",—,
C-639,26,Archaic Greece,Aidos is the internal sense of shame that restrains dishonourable action and Nemesis the righteous indignation of others at wrongdoing,SECONDARY SCHOLARSHIP,HIGH,standard Greek lexicography,—,
C-640,26,Archaic Greece,"Hesiod's five races replace people rather than worlds, and three of the four superseded generations still exist somewhere",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-641,26,Archaic Greece,This is the only account in the book whose narrator places himself inside the events he describes,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-642,26,Archaic Greece,"This is the only ending in the book that offers no return, repair, scheduled victory or consolation",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-643,27,Inca · Tawantinsuyu,"Before this world was created there was a being called Viracocha, who created a dark world without sun, moon or stars",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 28,
C-644,27,Inca · Tawantinsuyu,"He was named Viracocha Pachayachachi, which Markham translates as Creator of all things",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 28,
C-645,27,Inca · Tawantinsuyu,"He formed a race of giants of disproportioned greatness, painted and sculptured, to see whether it would be well to make real men of that size",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 29,
C-646,27,Inca · Tawantinsuyu,"He then created men in his likeness as they are now, and they lived in darkness",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 29,
C-647,27,Inca · Tawantinsuyu,"He ordered them to live without quarrelling and to know and serve him, and gave them a precept to observe on pain of being confounded",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 29,
C-648,27,Inca · Tawantinsuyu,"They kept the precept for some time, but it is not mentioned what it was",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 29,The source itself records the content of the precept as unknown; nothing is supplied here
C-649,27,Inca · Tawantinsuyu,"Pride and covetousness arose among them and they transgressed the precept, falling under his indignation, and he confounded and cursed them",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 29,
C-650,27,Inca · Tawantinsuyu,"Some were turned into stones, others into other things, some swallowed by the earth and others by the sea",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 29,
C-651,27,Inca · Tawantinsuyu,"A general flood called unu pachacuti, water that overturns the land, rained sixty days and nights and drowned all created things",PRIMARY SOURCE,MEDIUM,Markham/Sarmiento ch. VI,pp. 29-30,Markham warns that unu pachacuti was probably coined by priests after leading questions about a universal deluge
C-652,27,Inca · Tawantinsuyu,"Vestiges of those turned into stones remained as a memorial of the event and an example to posterity, in the edifices of Pucara, sixty leagues from Cuzco",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 30,
C-653,27,Inca · Tawantinsuyu,"Sarmiento notes that nations besides the Cuzcos say a few were saved from the flood to leave descendants, and that each nation has its own fable",PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 30,
C-654,27,Inca · Tawantinsuyu,"Markham collects competing derivations of Viracocha from Garcilasso, Cieza de León, Acosta, Montesinos, Molina, Betanzos and an anonymous Jesuit without choosing between them",SECONDARY SCHOLARSHIP,HIGH,Markham's footnote,pp. 28-29 n.1,
C-655,27,Inca · Tawantinsuyu,"Markham reports uira possibly a corruption of pirua, a depository; cocha as profundity, abyss or space; ticci as base or foundation; illa as light; and gives 'the Dweller in Space' as one gloss",SECONDARY SCHOLARSHIP,HIGH,Markham's footnote,pp. 28-29 n.1,
C-656,27,Inca · Tawantinsuyu,"Markham glosses pacha as time, place or the universe, camac as Ruler and yachachi as Teacher, giving Pachayachachi as Teacher of the Universe",SECONDARY SCHOLARSHIP,HIGH,Markham's footnote,p. 29 n.1,
C-657,27,Inca · Tawantinsuyu,Sarmiento argues that America was peopled after the biblical flood by way of an Atlantic land connection and states that there is no necessity for setting aside the Scriptures,PRIMARY SOURCE,HIGH,Markham/Sarmiento ch. VI,p. 30,
C-658,27,Inca · Tawantinsuyu,"Pucara lies on the altiplano north-west of Lake Titicaca and was the centre of a culture flourishing centuries before the Inca, with carved stone monoliths and sunken courts, abandoned long before the sixteenth century",SECONDARY SCHOLARSHIP,HIGH,standard Andean archaeology,—,
C-659,27,Inca · Tawantinsuyu,Tiahuanaco is likewise a monumental site far older than the Inca state and is where the second creation is placed in the following chapter,SECONDARY SCHOLARSHIP,HIGH,standard Andean archaeology; Sarmiento ch. VII,—,
C-660,27,Inca · Tawantinsuyu,"The petrified first people function as an exhibit rather than as a trace, unlike the landscape marks left by construction accidents elsewhere in the book",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-661,27,Inca · Tawantinsuyu,The giants are a deliberate prototype tested for scale rather than a failed creation discovered after the fact,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-662,27,Inca · Tawantinsuyu,The lost precept is the clearest case in the book of a source recording what it does not know,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-663,28,Mixtec,"The account opens: in the year and in the day of obscurity and darkness, when there were as yet no days nor years, the world was a chaos sunk in darkness, while the earth was covered with water on which scum and slime floated",PRIMARY SOURCE,HIGH,"Alexander 1920, quoting García",p. 86,The only direct quotation available; the rest of the narrative is Alexander's summary
C-664,28,Mixtec,The Deer-God and the Deer-Goddess are also known as the Puma-Snake and the Jaguar-Snake,SECONDARY SCHOLARSHIP,MEDIUM,Alexander 1920,p. 86,
C-665,28,Mixtec,They magically raised a cliff above the abyss of waters,SECONDARY SCHOLARSHIP,MEDIUM,Alexander 1920,p. 86,
C-666,28,Mixtec,"On its summit they placed an axe, edge upward, upon which the heavens rested",SECONDARY SCHOLARSHIP,MEDIUM,Alexander 1920,p. 86,
C-667,28,Mixtec,The place was called the Place-where-the-Heavens-stood and they lived there many centuries,SECONDARY SCHOLARSHIP,MEDIUM,Alexander 1920,p. 86,
C-668,28,Mixtec,"They reared two boys, Wind-of-the-Nine-Serpents and Wind-of-the-Nine-Caves, who could transform into eagles and serpents and pass through solid bodies",SECONDARY SCHOLARSHIP,MEDIUM,Alexander 1920,p. 86,
C-669,28,Mixtec,The brothers inaugurated sacrifice and penance and the cultivation of flowers and fruits,SECONDARY SCHOLARSHIP,MEDIUM,Alexander 1920,pp. 86-87,
C-670,28,Mixtec,"With vows and prayers they besought their ancestral gods to let the light appear, to cause the water to be separated from the earth, and to permit the dry land to be freed from its covering",SECONDARY SCHOLARSHIP,MEDIUM,Alexander 1920,p. 87,
C-671,28,Mixtec,"The earth was peopled, a flood destroyed this First People, and the world was restored by the Creator of all Things",SECONDARY SCHOLARSHIP,MEDIUM,Alexander 1920,p. 87,
C-672,28,Mixtec,"Alexander suggests the deer is an emblem of fecundity, that as Puma-Snake and Jaguar-Snake the pair doubtless represent the day-sky and the starry night vault, and that the two boys are demiurgic twins typifying the upper and nether worlds",SECONDARY SCHOLARSHIP,HIGH,Alexander 1920,pp. 86-87,Reported as Alexander's interpretations and explicitly not used in the retelling
C-673,28,Mixtec,"Alexander notes the resemblance of the opening's negative mode to Genesis and the Babylonian cosmogony, and explains it as characteristic of an early stage of human thought struggling with abstractions",SECONDARY SCHOLARSHIP,HIGH,Alexander 1920,p. 86,Quoted as the evolutionary anthropology of its period and not adopted
C-674,28,Mixtec,"The Mixtec are a people of the Oaxaca highlands with their own language, city-states and dynasties, distinct from the Mexica",SECONDARY SCHOLARSHIP,HIGH,standard Mesoamerican scholarship,—,
C-675,28,Mixtec,"A handful of pre-conquest Mixtec screenfold codices painted on deerskin survive, recording ruling lineages across centuries by named individuals",SECONDARY SCHOLARSHIP,HIGH,standard Mesoamerican scholarship,—,
C-676,28,Mixtec,"Mixtec personal names combine a number and a calendar sign, which is the form of the two sons' names in this account",SECONDARY SCHOLARSHIP,HIGH,standard Mesoamerican scholarship,—,
C-677,28,Mixtec,"Fray Gregorio García was a Dominican best known for an enquiry into the origin of the peoples of the New World, and collected origin traditions partly to test theories about it",SECONDARY SCHOLARSHIP,HIGH,standard history of scholarship,—,
C-678,28,Mixtec,"The Mixtec today number around half a million, in Oaxaca and in migrant communities in Mexico City, Baja California and the United States",SECONDARY SCHOLARSHIP,HIGH,standard reference,—,
C-679,28,Mixtec,"This is the only account in the book in which the sky rests on the edge of a blade rather than on a person, pillar, corner-props or a growing body",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT — the story's comparative reading
C-680,28,Mixtec,"This is the only cosmogony in the book whose decisive act is a prayer, performed by beings who are neither the creators nor the created",EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT
C-681,28,Mixtec,The opening sentence dates the event to a year and a day and then denies that years or days existed,EDITORIAL INTERPRETATION,—,—,—,MARKED IN TEXT; the observation is about the quoted sentence
C-682,28,Mixtec,"Alexander suggests the Mixtec Creator-of-All-Things was the same deity the Zapotec knew as Coqui-Xee or Coqui-Cilla, Lord of the Beginning",SECONDARY SCHOLARSHIP,HIGH,Alexander 1920,p. 87,Reported as Alexander's suggestion
C-683,28,Mixtec,Of Coqui-Xee it was said that he was the creator of all things and was himself uncreated,PRIMARY SOURCE,MEDIUM,"Alexander 1920, quoting the Zapotec formula",p. 87,
C-684,28,Mixtec,"Seler read Coqui-Xee as a spirit of the beginning in the sense of dawn, the east and the rising sun, and identified him with the Zapotec Quetzalcoatl on the strength of his second name Piye-Tao, the Great Wind",SECONDARY SCHOLARSHIP,HIGH,"Alexander 1920, reporting Seler",p. 87,
C-685,28,Mixtec,"Coqui-Xee is described as merely the principle or essence of the creative deity, without reference to the act of creating the world and human beings",SECONDARY SCHOLARSHIP,HIGH,Alexander 1920,p. 87,
C-686,28,Mixtec,"The act of creating is ascribed instead to the primeval pair Cozaana, Maker of all Beasts, and Huichaana, Maker of Men and Fishes, equivalent to the Mixtec Deer-God and Deer-Goddess",SECONDARY SCHOLARSHIP,HIGH,Alexander 1920,p. 87,
C-687,28,Mixtec,"Fish are classified with human beings rather than with the animals in the Zapotec division of labour, and the source does not explain it",EDITORIAL INTERPRETATION,—,—,—,"MARKED IN TEXT as an observation about the titles, with the absence of explanation stated"
C-688,29,Samoa and Tonga,From the high heavens Tangaloa saw a stone floating in the boundless sea beneath,PRIMARY SOURCE,MEDIUM,Dixon 1916,p. 18,Reported by a compiler with no reciter or recorder named
C-689,29,Samoa and Tonga,"He brought it up to the skies, shaped it into human form, inspired it with life and took it to wife",PRIMARY SOURCE,MEDIUM,Dixon 1916,p. 18,
C-690,29,Samoa and Tonga,"She bore him a bird, which he sent down from the sky-world, casting a great rock into the sea to serve it for a home",PRIMARY SOURCE,MEDIUM,Dixon 1916,p. 18,
C-691,29,Samoa and Tonga,"The bird returned complaining of the shadeless character of the land, and the god cast down a vine which grew and gave shadow",PRIMARY SOURCE,MEDIUM,Dixon 1916,p. 18,
C-692,29,Samoa and Tonga,Tangaloa in anger sent worms which fed upon the vines and killed them,PRIMARY SOURCE,MEDIUM,Dixon 1916,p. 18,No reason for the anger is given in the source and none is supplied in the retelling
C-693,29,Samoa and Tonga,"From the worms or maggots developed from the rotting vines, man was later made",PRIMARY SOURCE,MEDIUM,Dixon 1916,p. 18,
C-694,29,Samoa and Tonga,"In the Tongan account four dwelt in the heavens: Tama-pouli-alamafoa the King of Heaven, Tangaloa-eiki the Celestial Chief, Tangaloa-tufuga the Celestial Artisan and Tangaloa-atu-logologo the Celestial Messenger",PRIMARY SOURCE,MEDIUM,Dixon 1916,pp. 18-19,
C-695,29,Samoa and Tonga,"The messenger descended on a bird, flew about a long time and found only a sandbank on which the waves broke, reporting no dry land",PRIMARY SOURCE,MEDIUM,Dixon 1916,p. 19,
C-696,29,Samoa and Tonga,"He was told to wait seven days and look again, and found the land already risen above the waters",PRIMARY SOURCE,MEDIUM,Dixon 1916,p. 19,
C-697,29,Samoa and Tonga,"He complained there was no place below where he could rest and was told to ask the divine artificer to cast down chips and shavings from his work, whereupon the island of Eua arose",PRIMARY SOURCE,MEDIUM,Dixon 1916,p. 19,
C-698,29,Samoa and Tonga,"He reported a great land with no plant or tree in it, and the divine chief gave him a seed which grew into a great vine spreading over all the land",PRIMARY SOURCE,MEDIUM,Dixon 1916,p. 19,
C-699,29,Samoa and Tonga,"Dixon identifies the type's constants as a pre-existing world of gods above, a universal sea below, something cast down from which the world is made, and a bird as messenger or offspring of the sky-deity",SECONDARY SCHOLARSHIP,HIGH,Dixon 1916,pp. 19-20,
